"Age","Gender","Profession","Resources","HealthcareAccess","BioComputerUser"
25,"Male","Engineer",37.7798440866172,0.800675096455961,"Yes"
21,"Male","Farmer",71.1658954247832,0.541884244186804,"No"
21,"Female","Engineer",48.53959325701,0.881819662172347,"Yes"
27,"Female","Farmer",56.0647100768983,0.00678567541763186,"No"
45,"Male","Engineer",52.055345531553,0.446824809769168,"No"
53,"Male","Farmer",37.7419538423419,0.483305933652446,"No"
47,"Female","Doctor",39.8299999907613,0.793270056368783,"Yes"
31,"Male","Doctor",34.1007626242936,0.278514291858301,"No"
37,"Female","Farmer",54.5845560543239,0.590550301829353,"No"
25,"Female","Engineer",68.7754899263382,0.18745951121673,"No"
25,"Female","Doctor",52.7243777364492,0.807281748624519,"Yes"
49,"Male","Engineer",93.0066779255867,0.594337411224842,"Yes"
21,"Female","Doctor",42.4839087016881,0.272340123308823,"No"
65,"Male","Engineer",37.2480999492109,0.802584853023291,"No"
35,"Male","Engineer",64.1936127282679,0.604906654218212,"No"
39,"Female","Engineer",48.0154631473124,0.957916963612661,"No"
25,"Male","Doctor",95.043713785708,0.178609274560586,"No"
27,"Female","Farmer",70.3645684197545,0.00423785811290145,"No"
21,"Female","Doctor",54.958373811096,0.371761044254526,"Yes"
33,"Male","Farmer",43.1661720015109,0.771444173762575,"No"
42,"Female","Doctor",22.9330520890653,0.573127863928676,"No"
41,"Female","Doctor",63.8704907335341,0.170459474669769,"No"
24,"Male","Doctor",45.6299251317978,0.0893954313360155,"No"
24,"Female","Engineer",58.4815249033272,0.876226934604347,"No"
28,"Male","Doctor",84.7445499151945,0.145597515860572,"No"
58,"Female","Driver",37.5040181353688,0.635276664048433,"Yes"
21,"Male","Driver",27.1501052938402,0.446237698197365,"No"
33,"Male","Farmer",83.7710238434374,0.925765042891726,"No"
65,"Male","Farmer",33.9525656215847,0.611899788025767,"No"
34,"Female","Driver",84.1047587059438,0.0690689170733094,"No"
21,"Male","Doctor",22.9553771577775,0.516808290965855,"No"
26,"Female","Engineer",87.7692244946957,0.689569796435535,"No"
43,"Female","Farmer",85.731136854738,0.484905358403921,"No"
30,"Male","Engineer",91.8080334365368,0.616063921479508,"Yes"
28,"Male","Engineer",49.9437507987022,0.479125780053437,"Yes"
31,"Female","Doctor",44.5041077956557,0.852648963220417,"No"
37,"Male","Engineer",93.517124671489,0.267658462747931,"No"
60,"Female","Driver",45.6921005807817,0.408591941930354,"No"
35,"Female","Engineer",94.0253962017596,0.799616874195635,"No"
52,"Male","Engineer",68.243023827672,0.873691673390567,"No"
45,"Female","Farmer",66.4931614510715,0.538895408855751,"No"
34,"Female","Farmer",78.8543360307813,0.328174016438425,"No"
21,"Male","Doctor",51.9742959551513,0.578289140947163,"No"
28,"Male","Engineer",49.3655228614807,0.333875231444836,"No"
29,"Male","Engineer",54.4969096966088,0.158495636191219,"No"
37,"Female","Engineer",46.881747841835,0.510123794898391,"No"
56,"Female","Doctor",75.8469433896244,0.0364730621222407,"No"
70,"Male","Engineer",41.455854177475,0.142478027846664,"No"
59,"Female","Driver",88.2793921604753,0.171927361749113,"No"
34,"Female","Farmer",94.4685366004705,0.32398948748596,"No"
21,"Male","Engineer",57.1753625571728,0.353572801453993,"No"
30,"Female","Engineer",20.4854377172887,0.866501310374588,"No"
37,"Female","Engineer",95.2648706920445,0.356439318275079,"No"
49,"Female","Engineer",54.6766102127731,0.950715264771134,"No"
50,"Female","Engineer",86.6561000049114,0.48242254788056,"No"
46,"Female","Driver",61.2192821316421,0.867415025830269,"No"
21,"Female","Engineer",58.4030556678772,0.317623610142618,"Yes"
49,"Male","Farmer",31.5728901699185,0.33546748268418,"No"
29,"Male","Farmer",24.6356604248285,0.16140271932818,"No"
39,"Male","Engineer",72.0031239837408,0.624939525965601,"No"
37,"Female","Engineer",49.8843026161194,0.183409156277776,"No"
42,"Female","Doctor",21.966924071312,0.539228255394846,"No"
36,"Female","Engineer",25.9866771288216,0.196170892799273,"No"
21,"Female","Engineer",86.4162622019649,0.104010204318911,"No"
47,"Male","Engineer",78.7435444258153,0.330264386720955,"Yes"
42,"Female","Engineer",23.8496108539402,0.601568163139746,"No"
32,"Male","Doctor",78.0060962215066,0.69040890224278,"No"
38,"Male","Driver",21.1045373976231,0.204886458581313,"Yes"
38,"Female","Engineer",68.876520935446,0.415025478228927,"No"
39,"Male","Driver",37.8050882741809,0.144430361222476,"No"
61,"Female","Engineer",69.6393047645688,0.207557585090399,"No"
33,"Male","Farmer",65.1502984203398,0.76592900021933,"No"
39,"Male","Engineer",60.597565844655,0.481627172091976,"No"
54,"Female","Engineer",40.5872173979878,0.239493775647134,"Yes"
52,"Male","Engineer",48.712607100606,0.796401320723817,"No"
53,"Female","Engineer",43.0386349745095,0.44273098744452,"No"
27,"Female","Engineer",35.2010316960514,0.169949818635359,"No"
66,"Male","Engineer",70.4408178292215,0.165098886936903,"No"
37,"Female","Engineer",20.8617192693055,0.968649524264038,"No"
64,"Female","Farmer",31.5857962891459,0.522306962637231,"No"
21,"Male","Engineer",60.7494532503188,0.522533272858709,"No"
36,"Male","Engineer",57.2634408064187,0.688762810081244,"No"
55,"Male","Driver",61.6835558228195,0.788080188445747,"Yes"
25,"Female","Engineer",75.2587487921119,0.692357980180532,"No"
25,"Male","Engineer",99.9953085184097,0.879430215340108,"No"
22,"Female","Engineer",95.9095588698983,0.141129625262693,"No"
21,"Male","Doctor",96.1959523707628,0.265245271613821,"No"
29,"Male","Driver",74.7353124246001,0.895811759633943,"No"
41,"Female","Doctor",78.8917640037835,0.353910456877202,"No"
21,"Male","Farmer",96.5444528125226,0.932277706917375,"No"
39,"Male","Doctor",36.5808176994324,0.327124792151153,"No"
55,"Male","Engineer",73.9826599881053,0.645392445847392,"No"
67,"Female","Doctor",27.8144996427,0.521342861931771,"No"
56,"Male","Engineer",59.8965579457581,0.56256654066965,"No"
47,"Female","Farmer",80.6440506502986,0.498812911799178,"No"
21,"Female","Engineer",20.9614866226912,0.530824617017061,"Yes"
27,"Male","Farmer",32.7900995314121,0.383137032622471,"No"
31,"Male","Doctor",28.8281556963921,0.601621325593442,"No"
47,"Male","Engineer",84.2392142489552,0.263180742505938,"No"
34,"Female","Farmer",49.9901941418648,0.646698994329199,"No"
21,"Male","Engineer",70.4510892368853,0.666055621346459,"No"
61,"Female","Engineer",80.9481076523662,0.554414891405031,"Yes"
50,"Male","Doctor",39.8895833641291,0.30821161204949,"No"
40,"Male","Farmer",49.8825465887785,0.743387126363814,"No"
54,"Male","Engineer",47.1580154821277,0.847049769479781,"Yes"
21,"Female","Doctor",76.5326681360602,0.368522705044597,"No"
46,"Male","Engineer",65.7330366224051,0.441243496257812,"Yes"
28,"Female","Farmer",31.4965669438243,0.870623822091147,"No"
46,"Female","Doctor",43.7325941771269,0.40884764236398,"No"
35,"Female","Engineer",51.359397675842,0.484970291377977,"No"
45,"Female","Farmer",61.7762390710413,0.503711907658726,"Yes"
56,"Female","Engineer",66.8718544766307,0.0395703362300992,"No"
36,"Male","Doctor",44.7260946966708,0.395284135360271,"No"
51,"Female","Engineer",48.7722622416914,0.460283162072301,"No"
21,"Female","Engineer",94.3446858599782,0.556929056998342,"Yes"
25,"Male","Farmer",63.5934405215085,0.672569853020832,"No"
59,"Male","Doctor",67.1220418438315,0.682279258733615,"No"
42,"Male","Farmer",40.0952428393066,0.890657377196476,"No"
21,"Female","Engineer",51.101375631988,0.666037084534764,"No"
21,"Female","Doctor",71.6741004772484,0.524005986517295,"No"
33,"Male","Doctor",49.2212842777371,0.311028082855046,"Yes"
49,"Male","Driver",57.415932007134,0.0261856447905302,"No"
34,"Male","Doctor",34.1614472493529,0.130041538504884,"No"
45,"Male","Engineer",58.4989559091628,0.501927584875375,"No"
50,"Female","Driver",94.5264199562371,0.510923856170848,"Yes"
61,"Male","Farmer",22.0528343878686,0.115222776075825,"No"
37,"Male","Engineer",50.654712151736,0.256133808754385,"No"
35,"Female","Engineer",40.0208817236125,0.164506047498435,"No"
21,"Female","Farmer",66.2117458321154,0.279396317433566,"No"
37,"Male","Engineer",25.4527136310935,0.152533704880625,"Yes"
27,"Female","Farmer",72.0291752554476,0.428908013273031,"No"
21,"Female","Farmer",24.3334350176156,0.212079420918599,"No"
33,"Female","Engineer",43.2850979454815,0.0779956290498376,"No"
51,"Male","Driver",44.8555496707559,0.872257839189842,"No"
21,"Male","Engineer",55.3354261629283,0.214177498826757,"Yes"
30,"Female","Farmer",54.8900879360735,0.202837459510192,"No"
38,"Male","Engineer",99.3743389844894,0.316553876036778,"Yes"
23,"Female","Engineer",68.9313296601176,0.330308026401326,"Yes"
41,"Female","Doctor",45.2001198194921,0.769229526864365,"No"
42,"Female","Engineer",88.9937071502209,0.573061312083155,"Yes"
36,"Female","Doctor",47.015671916306,0.162118077743798,"No"
21,"Female","Driver",73.7298715114594,0.813368955627084,"Yes"
75,"Female","Doctor",91.9612070545554,0.921967917354777,"No"
33,"Male","Doctor",87.5398232974112,0.252480290364474,"Yes"
46,"Male","Engineer",27.167954556644,0.751432761084288,"Yes"
40,"Female","Farmer",43.9469053223729,0.204338553361595,"Yes"
51,"Male","Farmer",62.469482999295,0.829243324464187,"Yes"
48,"Female","Engineer",50.3281578980386,0.302014371147379,"Yes"
33,"Female","Engineer",87.6200693845749,0.766608599107713,"No"
42,"Female","Farmer",88.8861253112555,0.120655005332083,"No"
22,"Male","Engineer",74.5070627145469,0.844651378458366,"No"
49,"Male","Engineer",60.0385277345777,0.821222333004698,"No"
29,"Male","Doctor",84.0759284608066,0.853889807360247,"No"
72,"Male","Farmer",23.7163889035583,0.0145563122350723,"No"
21,"Female","Doctor",40.9422604367137,0.0379260822664946,"No"
29,"Female","Engineer",35.8897162228823,0.298856538254768,"No"
48,"Female","Driver",85.2918255142868,0.326690503861755,"No"
44,"Female","Engineer",87.4539858289063,0.0747725628316402,"No"
27,"Female","Driver",86.6245087608695,0.708082194440067,"No"
21,"Male","Engineer",41.6549415700138,0.0251863833982497,"Yes"
38,"Female","Farmer",21.5595138259232,0.824060465209186,"No"
36,"Female","Doctor",70.4480378143489,0.511431400198489,"No"
21,"Male","Doctor",79.844661578536,0.766707665054128,"No"
37,"Female","Farmer",60.4539077728987,0.938004500931129,"No"
39,"Female","Engineer",49.1703733615577,0.54196100262925,"Yes"
39,"Male","Engineer",44.7856854833663,0.94893776695244,"No"
21,"Female","Engineer",48.7683497555554,0.316944666905329,"No"
43,"Male","Engineer",49.0299442969263,0.286793637787923,"No"
57,"Female","Engineer",63.091935031116,0.968380624894053,"No"
43,"Male","Driver",72.189412061125,0.242915254086256,"Yes"
21,"Male","Engineer",52.2729581780732,0.799734601518139,"Yes"
29,"Female","Engineer",66.6401438601315,0.295210406882688,"No"
41,"Male","Doctor",75.6618769094348,0.69678560225293,"No"
26,"Male","Doctor",91.3218681886792,0.761182111222297,"No"
21,"Female","Engineer",95.8367299847305,0.273730296408758,"No"
49,"Female","Engineer",53.6648611724377,0.0052081102039665,"Yes"
24,"Female","Engineer",70.9283137135208,0.422099937684834,"No"
27,"Male","Engineer",34.2359519191086,0.597816918743774,"No"
59,"Male","Driver",26.4253261871636,0.442167372209951,"No"
24,"Female","Doctor",65.2706713415682,0.342540168203413,"No"
49,"Male","Doctor",85.3591484576464,0.516646391712129,"Yes"
21,"Male","Doctor",80.7759173028171,0.228456840151921,"No"
31,"Male","Doctor",65.7459159940481,0.28941998607479,"No"
35,"Male","Engineer",99.100348148495,0.0224217223003507,"No"
21,"Male","Engineer",99.6137211099267,0.52836652006954,"No"
26,"Female","Engineer",45.7149952463806,0.418463251553476,"No"
36,"Male","Engineer",33.7614335492253,0.974797966191545,"Yes"
46,"Male","Engineer",49.7662746347487,0.0495680016465485,"No"
21,"Female","Engineer",63.1159133464098,0.638501224806532,"No"
31,"Female","Driver",84.8995939269662,0.493893287843093,"Yes"
47,"Male","Engineer",75.8947703242302,0.00470625306479633,"No"
28,"Male","Driver",91.9962726905942,0.185419822111726,"No"
39,"Female","Engineer",77.8606946766376,0.634250906761736,"No"
43,"Male","Engineer",40.4040036536753,0.518472290132195,"No"
40,"Male","Doctor",44.6937332488596,0.891679307213053,"No"
46,"Female","Engineer",79.7469890676439,0.677602164214477,"No"
34,"Female","Farmer",36.4196969754994,0.513767990283668,"No"
30,"Male","Driver",42.8786652907729,0.307222480885684,"Yes"
21,"Female","Doctor",91.909664105624,0.397389320190996,"Yes"
35,"Female","Farmer",33.4384028427303,0.15329617401585,"No"
42,"Female","Engineer",31.4877280034125,0.379808947909623,"No"
44,"Male","Farmer",78.6781046353281,0.270354156615213,"No"
28,"Female","Engineer",63.4268507733941,0.945289759431034,"No"
63,"Male","Engineer",63.3925030939281,0.252260401844978,"No"
40,"Male","Doctor",76.2521422095597,0.735731441294774,"Yes"
38,"Female","Driver",72.1187440305948,0.0676825018599629,"No"
55,"Female","Doctor",80.896568428725,0.370808993699029,"No"
25,"Male","Engineer",42.4630046822131,0.217513533541933,"No"
29,"Female","Engineer",98.7272795476019,0.878981720656157,"No"
72,"Female","Farmer",97.0937116257846,0.423320848494768,"Yes"
36,"Male","Doctor",22.2472187317908,0.321035557193682,"Yes"
61,"Female","Doctor",79.7653481177986,0.412611112929881,"Yes"
21,"Male","Farmer",49.342134334147,0.156395986443385,"No"
33,"Male","Engineer",48.3241980522871,0.629126869840547,"No"
42,"Female","Engineer",21.5517361089587,0.769396605435759,"No"
41,"Female","Engineer",80.7115107774734,0.90179990651086,"Yes"
21,"Male","Doctor",32.6094675250351,0.610150262247771,"Yes"
36,"Female","Engineer",28.9820539951324,0.630686094984412,"Yes"
21,"Male","Engineer",77.1050955913961,0.662064179545268,"Yes"
47,"Female","Driver",55.6175161898136,0.929999449523166,"Yes"
52,"Male","Driver",22.0912658050656,0.992246342124417,"No"
21,"Female","Doctor",93.5795943066478,0.258516423171386,"Yes"
55,"Male","Engineer",82.7944288961589,0.290843199007213,"No"
21,"Male","Doctor",54.0087505429983,0.911599162733182,"No"
43,"Female","Farmer",30.3310844488442,0.373307226924226,"No"
46,"Female","Doctor",85.4974413104355,0.723546234425157,"Yes"
